,distinct_id,locationSetting,notificationSettings,active_timespan,average_session_time,US,Facebook,Foodie,Google,Unknown,num_sessions,sessions_per_day,America/New_York,America/Los_Angeles,America/Chicago,Asia/Kolkata,America/Denver,other_timezone,commentAdded,commentLength,churned
61813,7D2A227B-C45F-4C67-BFB8-85EF6DC3DE92,1,1,0.29195601851851855,24.0,1,0,1,0,1,9,0.05,1,0,0,0,0,0,0,0.0,1
76353,7D2C5763-299D-4AE5-A482-1FA71D5CE820,1,0,114.27427083333333,71.5,1,0,1,0,1,3,0.016666666666666666,1,0,0,0,0,0,0,0.0,1
104627,7D2E747A-52DF-4300-A329-6B36810583C8,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
60675,7D327863-F9AF-4E95-8BBF-CABBE8921F3A,1,0,190.16090277777778,16.0,1,0,1,0,1,7,0.03888888888888889,1,0,0,0,0,0,0,0.0,0
64745,7D3A3FA9-453B-40E4-B1C5-3B88E78963CF,1,0,395.53678240740743,134.0,1,0,1,0,1,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,0
105436,7D520DA5-CEF6-4619-8145-261CE8CF01EA,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
73232,7D5E72FD-351C-4833-9BAD-D28214548ABB,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
73688,7D7B0DEB-6E37-484E-A3DE-3D61986F894E,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
94307,7D8F643F-D91B-41B2-8628-482094A95BCE,1,0,0.3333333333333333,,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
71982,7D942EC1-CAEC-4C83-BAD6-49702480CD8A,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
55978,7D96E3AC-0D75-4647-8533-2678F8A9A500,1,1,0.29269675925925925,43.5,1,0,1,0,1,17,0.09444444444444444,0,0,1,0,0,0,0,0.0,1
94471,7DA0B206-F124-4704-9045-A79D54514D75,1,1,24.076226851851853,39.16666666666666,1,0,1,0,1,7,0.03888888888888889,0,1,0,0,0,0,0,0.0,1
119116,7DA44FDD-8883-4992-B9F4-632A2853BDBB,1,1,0.8828587962962963,24.33333333333333,1,0,1,0,1,18,0.1,1,0,0,0,0,0,0,0.0,1
46970,7DBBA8FA-9050-4E9E-A779-F12643B7FBF5,1,0,261.53795138888887,60.98078602620089,1,0,1,0,1,2661,14.783333333333333,0,0,1,0,0,0,0,0.0,0
57239,7DBBD0A1-5A6B-4B1D-A1E7-550ED3229962,1,0,0.2924305555555556,15.666666666666664,1,0,0,1,1,10,0.05555555555555555,1,0,0,0,0,0,0,0.0,1
110123,7DC9BC21-55D7-4AF7-8256-A0F6167FFBD6,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
841,7DD7E546-3708-46FE-927C-288C24C5A606,1,0,0.3347685185185185,57.0,1,0,1,0,1,15,0.08333333333333333,1,0,0,0,0,0,0,0.0,1
103696,7DE71EB2-6320-42FA-9E48-72FAD5CC6A9D,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
107600,7DE82E32-1446-4DDA-9D43-3A69BFEF5E2E,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
85534,7DFCE5E2-1140-4C75-9566-1E06638640B2,1,0,48.37605324074074,25.4,0,0,1,0,1,11,0.06111111111111111,0,1,0,0,0,0,0,0.0,1
73494,7DFE547C-F408-427A-863E-40FE098C61EE,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
79291,7E03F80C-BFE7-426C-85EC-B7F9BA31D400,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
70868,7E07B6E7-9A5C-44FB-8E0D-37AC846A13D2,1,0,0.3333333333333333,,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
21646,7E0CDFCF-A9B0-4C76-962A-D0C4979CFA74,1,0,0.4683912037037037,83.0,1,1,0,0,1,14,0.07777777777777778,1,0,0,0,0,0,0,0.0,1
25969,7E15898C-BB20-4F8B-959B-AE3E34B52AF9,1,0,57.317256944444445,20.0,1,1,0,0,1,8,0.044444444444444446,1,0,0,0,0,0,0,0.0,1
104956,7E1968E9-3616-4109-80B7-48C9FFEB79BF,1,0,0.3333333333333333,,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
167073,7E198BF5-6141-4661-891B-76D669619250,1,0,51.31298611111111,47.230769230769226,1,1,0,0,1,77,0.42777777777777776,1,0,0,0,0,0,0,0.0,0
150759,7E29741A-B180-4BF6-A74B-E639BB677CA2,1,0,18.245543981481482,49.0,1,0,1,0,1,16,0.08888888888888889,0,1,0,0,0,0,0,0.0,1
96170,7E2ED0E0-989F-472B-941E-BB53E7547DD2,1,0,142.79666666666665,47.0,2,0,1,0,1,4,0.022222222222222223,1,0,0,0,0,0,0,0.0,1
101225,7E317BED-F098-45F8-9C0B-24224E40BCD0,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
96887,7E319619-9024-4E00-9F4F-978E459621F7,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
95502,7E4E41AD-B440-453C-BAEF-AD0163DC0279,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
173552,7E519B9E-9AB7-4027-A507-177B7F53B54E,1,0,0.29563657407407407,80.25,1,1,0,0,1,34,0.18888888888888888,0,1,0,0,0,0,0,0.0,0
58943,7E53A5B1-1E54-431B-8364-A543128C8CE2,0,1,58.09616898148148,49.75,1,0,0,1,1,33,0.18333333333333332,0,0,1,0,0,0,0,0.0,0
70160,7E5E9FB0-AB72-4F2E-B6E8-20A435F82EA7,1,1,52.27657407407408,147.5,1,0,1,0,1,3,0.016666666666666666,0,0,1,0,0,0,0,0.0,1
102423,7E61797F-4DA2-4821-8B63-6D5DB46DF3F4,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
67569,7E865EB8-DE52-4804-807E-415453FEF693,1,0,0.35502314814814817,5474.0,0,0,1,0,1,6,0.03333333333333333,0,0,0,1,0,0,0,0.0,1
22910,7E9641B4-93C3-41BC-B398-2F67EF651F0E,1,1,0.33435185185185184,42.0,1,0,1,0,1,14,0.07777777777777778,1,0,0,0,0,0,0,0.0,1
106935,7EA4F106-C01F-4A28-88E9-E47649B2F154,1,1,0.2916666666666667,,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
111265,7EACE692-2EDB-4FA9-84AB-D351D6A45484,1,0,0.3333333333333333,,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
91437,7ED193F7-889F-4D98-8336-191421BD8600,1,1,0.2916666666666667,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
73020,7ED8CF48-1A87-4662-BC99-9F184069C572,1,1,0.0,,0,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
90422,7EDC0BFA-4EA7-4EC9-95BE-F5E496655D2F,1,1,0.293125,34.5,1,0,1,0,1,14,0.07777777777777778,0,0,1,0,0,0,0,0.0,1
105922,7EE3B4D5-2620-4C63-9369-CA37D368464A,1,1,0.33644675925925926,67.5,1,0,0,1,1,13,0.07222222222222222,1,0,0,0,0,0,0,0.0,1
60532,7F012B18-1796-400D-AC4F-9D3939A4E2BF,1,1,254.28539351851853,,1,0,1,0,1,2,0.011111111111111112,0,1,0,0,0,0,0,0.0,0
33819,7F1394A1-0A1C-4E45-B6A5-F6270B2A9030,1,1,30.665023148148148,79.32432432432431,1,0,1,0,1,267,1.4833333333333334,1,0,0,0,0,0,4,1.4307116104868913,0
38458,7F13F5E4-8AB7-4421-8761-547C94C6BF8C,0,0,9.43181712962963,51.0,1,0,1,0,1,14,0.07777777777777778,1,0,0,0,0,0,0,0.0,1
110588,7F1E44C6-CCEB-4FDC-AA80-9DE7C87856B3,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
58007,7F31A65B-DA2C-4972-AAC0-D73A77B1183F,1,1,247.6251736111111,78.47058823529412,1,0,1,0,1,408,2.2666666666666666,0,0,1,0,0,0,11,3.767156862745098,0
88446,7F338FF6-D2B0-4743-A3C5-CCE2973BDE2B,1,0,0.2916666666666667,,1,0,1,0,1,1,0.005555555555555556,0,1,0,0,0,0,0,0.0,1
111235,7F35AFFA-1FC6-4746-8A9C-995EB2794162,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
68479,7F381362-0116-47FC-A578-269EBD678661,1,0,186.68708333333333,76.6,1,0,1,0,1,117,0.65,0,0,0,0,0,1,0,0.0,0
63124,7F38CE7F-0750-4940-950C-6CAA87AD2D38,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
107635,7F391E32-724C-45FE-A705-2397675FF53C,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
82423,7F49F0D5-FA9A-4489-92E0-A969551F7A72,1,0,121.21268518518518,85.57142857142857,1,0,1,0,1,16,0.08888888888888889,0,0,0,0,0,1,0,0.0,1
111129,7F5DABBF-2DB9-4B24-944E-9EA09477453D,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
85535,7F63A4A7-E5AD-4CDD-BEF4-676B44D3B3D4,1,0,73.65402777777778,,1,0,1,0,1,1,0.005555555555555556,0,0,1,0,0,0,0,0.0,1
85444,7F651031-8576-443F-9ED0-2DCE90AEA2BD,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
83297,7F662B8B-4EA2-4B3F-9F1E-5DF1916DE8D0,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
68029,7F6B20EC-C6CC-4DD9-AC50-AEEAE1E4AC79,1,1,246.78846064814815,101.66666666666669,1,0,1,0,1,4,0.022222222222222223,0,1,0,0,0,0,0,0.0,0
94202,7F6B5DC2-BDA4-4F00-9D98-EAB71CA16ECA,0,0,150.62461805555554,,2,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,0
107718,7F7C4B08-490D-417F-A071-E700C7BAA4D1,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
98349,7F998E22-DC58-4389-818E-A0E2DB9FB296,1,0,0.3340046296296296,58.0,1,0,1,0,1,8,0.044444444444444446,0,0,1,0,0,0,0,0.0,1
92226,7FA12FD9-5A7F-44AA-9200-73C4520C3E0A,0,1,0.2916666666666667,,0,0,1,0,1,2,0.011111111111111112,0,0,0,1,0,0,0,0.0,1
83188,7FB7C025-3DEE-44E4-B4E8-08DB47E21DD1,1,0,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
172218,7FB91EA4-C2B0-4A18-8AB4-499251B592A4,1,0,0.0008217592592592593,,1,0,1,0,0,12,0.06666666666666667,0,0,0,0,0,1,0,0.0,1
66673,7FC3BE20-0AB1-4AD9-A82D-A577599D8FE8,1,1,0.2925347222222222,74.0,0,0,1,0,1,7,0.03888888888888889,0,0,0,1,0,0,0,0.0,1
83008,7FCB28AB-AA9F-4867-97B7-158B978EFC0D,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
103858,7FCFDCEA-1869-4F72-BF38-D8EE84FB1E40,1,0,0.29195601851851855,25.0,1,0,1,0,1,2,0.011111111111111112,0,0,0,0,1,0,0,0.0,1
80568,7FDBA49D-83CF-4C39-A8DA-6440BF8EA460,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
108336,7FDCA9B2-F184-4545-BC3B-6F3CAAB79EBB,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
108369,7FDEDB43-CE7E-49B0-9DD9-B1910082F2BD,1,1,0.3338541666666667,45.0,1,0,1,0,1,7,0.03888888888888889,1,0,0,0,0,0,0,0.0,1
68473,7FE46A5D-C247-4F94-B7CD-AC6662D1AA16,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
64959,7FE99943-E442-44A7-A6BF-10305116E0A4,1,0,26.73005787037037,66.0,0,0,1,0,1,13,0.07222222222222222,0,0,0,0,0,1,0,0.0,1
73132,7FEF7888-872E-4773-8A69-29250A9F3E05,0,0,0.3591550925925926,143.5,0,0,1,0,1,5,0.027777777777777776,0,0,0,1,0,0,0,0.0,1
110253,7FF94506-6D66-43A0-974F-1C4A9998814C,1,0,0.2916666666666667,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
94393,7FFA171F-7B52-4829-AF00-81A25BED6D57,1,0,145.8614699074074,46.0,2,0,1,0,1,4,0.022222222222222223,1,0,0,0,0,0,0,0.0,1
69770,7FFB56C8-B1F5-4FF9-9313-1D84D3FE9022,1,0,23.4578125,,0,0,1,0,1,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,1
98898,7a37a576-9791-43cb-a81f-b7810e8e7973,1,0,0.0012847222222222223,,0,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
111484,7aa1ad02-640c-409a-beb5-69e72401086e,1,0,0.5414467592592592,,1,0,1,0,0,3,0.016666666666666666,0,0,0,0,0,1,0,0.0,1
71064,7ad6ab3416e58a2f,1,0,52.46384259259259,,1,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,1
62867,7ae9c8908926fce6,1,0,0.0004166666666666667,,1,0,1,0,1,2,0.011111111111111112,0,1,0,0,0,0,0,0.0,1
63599,7aeaf482-aaa2-456f-8525-ee3b059cda5e,1,1,0.0006597222222222222,,1,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
94857,7b043eb2-4dec-4501-9281-3e1ac6ac1223,1,1,0.0006018518518518519,,0,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
95322,7b13878c59b71a42,0,1,7.910983796296296,,2,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,1
95771,7b562a7a-a68c-472b-88c3-91e4e4058b45,1,1,0.0008912037037037037,,1,0,1,0,0,4,0.022222222222222223,0,0,0,0,0,1,0,0.0,1
62119,7b9c9a6f-d18a-4acd-a14f-4f727a635ec5,1,0,1.2931365740740741,,0,0,1,0,0,9,0.05,0,0,0,0,0,1,0,0.0,1
59208,7bd723fb-3e97-4c02-a64a-62d0578121b6,1,1,26.128101851851852,,0,0,1,0,0,35,0.19444444444444445,0,0,0,0,0,1,0,0.0,0
97721,7bf3d03785992b80,1,1,0.5833333333333334,,1,0,1,0,1,6,0.03333333333333333,1,0,0,0,0,0,0,0.0,1
75002,7c7650fe10fc25ca,1,0,0.5833449074074074,,1,0,1,0,1,2,0.011111111111111112,0,1,0,0,0,0,0,0.0,1
74576,7cb4b500-1704-428c-b291-1ee2879370c5,1,1,6.454340277777778,,0,0,1,0,0,5,0.027777777777777776,0,0,0,0,0,1,0,0.0,1
66466,7ccfc36754a77aa1,1,0,0.0,,0,0,1,0,1,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
86413,7d23ecf4-d847-4c34-b2b7-d2a0bddafbf4,1,0,66.32896990740741,,0,0,1,0,0,12,0.06666666666666667,0,0,0,0,0,1,0,0.0,1
80194,7d3bc548-62ee-4e8e-8c47-c3d61a619237,1,0,33.5333912037037,,1,0,1,0,0,6,0.03333333333333333,0,0,0,0,0,1,0,0.0,1
67714,7d7fcbb5-997d-496c-b3fe-4468ea3b95a3,1,0,0.0,,0,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
101768,7d8b024cea667be5,0,1,0.5,,1,0,1,0,1,5,0.027777777777777776,0,0,1,0,0,0,0,0.0,1
101002,7e01b28e-0233-4630-a831-45bd330f0fc9,1,0,27.616226851851852,,1,0,1,0,0,3,0.016666666666666666,0,0,0,0,0,1,0,0.0,1
109666,7e367dcb-74a3-4251-8758-9bcb2762dd8a,1,0,0.17297453703703702,,0,0,1,0,0,5,0.027777777777777776,0,0,0,0,0,1,0,0.0,1
70460,7eb24dfd-460c-4649-a280-9038d18dbb5d,1,0,63.64303240740741,,1,0,1,0,0,6,0.03333333333333333,0,0,0,0,0,1,0,0.0,1
76587,7ee47dd2-6b2c-4966-886e-44321cdbf2dd,1,1,0.0015625,,0,0,1,0,0,4,0.022222222222222223,0,0,0,0,0,1,0,0.0,1
102422,7f9b150d-8924-4c02-859d-f32215f9fa44,1,1,0.0028819444444444444,,1,0,1,0,0,2,0.011111111111111112,0,0,0,0,0,1,0,0.0,1
111360,8008935D-3882-4AC9-AF80-571441DF8D45,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
183608,80113737-6702-4AA6-ADF8-A97A7FC955B1,1,0,230.4335300925926,15.0,1,1,0,0,1,11,0.06111111111111111,0,0,1,0,0,0,0,0.0,0
82037,802CB80F-EFD8-48E5-8C3E-9F7FCE510EDB,1,0,65.84756944444445,62.33333333333334,1,0,1,0,1,8,0.044444444444444446,0,0,0,0,0,1,0,0.0,1
66075,80436625-E3C7-4422-89E0-14BAB29D165D,1,0,1.145011574074074,82.25,0,0,1,0,1,21,0.11666666666666667,0,0,0,1,0,0,0,0.0,1
158500,8045CF10-3D1D-41BF-BE27-68859D3683DC,1,0,20.623171296296295,63.0,1,0,1,0,1,32,0.17777777777777778,1,0,0,0,0,0,0,0.0,0
96176,804F341E-747E-40F8-B1E9-A4E33BB91EBC,1,0,150.06332175925925,12.666666666666664,2,0,1,0,1,4,0.022222222222222223,1,0,0,0,0,0,0,0.0,0
56367,8052C577-EC10-4A08-BFD3-6CA444A07118,1,0,37.35774305555555,18.33333333333333,1,0,0,1,1,14,0.07777777777777778,0,1,0,0,0,0,0,0.0,1
85622,80818713-45EA-43A5-81AD-8AAE658DA70C,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
67854,808d6974-ad51-42a8-8fc1-08bd20656d06,1,1,3.158865740740741,,1,0,1,0,0,4,0.022222222222222223,0,0,0,0,0,1,0,0.0,1
104758,8095bb3e-840f-4fbe-8147-ed39a09046dd,1,0,0.0021643518518518518,,1,0,1,0,0,3,0.016666666666666666,0,0,0,0,0,1,0,0.0,1
94376,8096AEA6-D35E-4A0B-812B-2BB0EEB103B6,1,1,153.4537037037037,93.0,2,0,1,0,1,4,0.022222222222222223,1,0,0,0,0,0,0,0.0,0
172759,809F1F7A-518E-44CF-974C-70DB58033BEF,1,0,0.3127199074074074,42.42857142857143,1,0,1,0,1,19,0.10555555555555556,0,0,1,0,0,0,0,0.0,1
105467,80A6B256-6130-4DCA-A775-46B7D43F4F72,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
95733,80A7D36A-7BDF-4065-AC56-176D11E34931,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
3077,80AA7B16-F886-461A-897E-7A84508AF39E,1,1,0.5076736111111111,67.75,1,0,1,0,1,29,0.16111111111111112,1,0,0,0,0,0,0,0.0,0
100404,80B89FFB-7A5C-4379-93EA-1BBB88131A8D,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
96159,80E910AA-88CD-44D6-A9DD-5421C64E0A58,1,1,151.92231481481483,51.0,2,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,0
91381,80EBF6E1-AF41-40B5-9172-5A459D5BEF08,1,1,0.29229166666666667,27.0,1,0,1,0,1,6,0.03333333333333333,0,1,0,0,0,0,0,0.0,1
69222,80F22127-F17F-4134-BBF2-01BBD482D8DD,1,0,0.3333333333333333,,1,0,1,0,1,1,0.005555555555555556,0,0,0,0,1,0,0,0.0,1
79210,80F7EB83-E246-4327-87AA-A04B6A7901EB,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
16878,80FF0EF9-2E64-40F6-B8AF-03DB446C1230,1,1,0.3373263888888889,68.25,1,0,1,0,1,19,0.10555555555555556,1,0,0,0,0,0,0,0.0,1
110178,80ec80b7-f3fc-4799-bfbe-584f3d63b9cb,1,1,2.911655092592593,,1,0,1,0,0,5,0.027777777777777776,0,0,0,0,0,1,0,0.0,1
100992,8101B52E-16CA-4C82-99F2-DD92D3BF57CE,1,0,0.2916666666666667,,0,0,1,0,1,2,0.011111111111111112,0,0,0,1,0,0,0,0.0,1
98746,8113e2b3-e74a-454a-b9a6-6bea2b1300ca,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
13820,811439F0-FD3E-4BB7-A594-DDDEDBF6D151,1,0,0.3366550925925926,139.5,0,0,1,0,1,9,0.05,0,0,0,1,0,0,0,0.0,1
110494,81145976-52C9-4D76-9FAA-AB759A6BE056,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
30729,8122C033-7F3F-4BAA-9673-351EA31048CF,1,0,50.770324074074075,41.66666666666666,1,1,0,0,1,19,0.10555555555555556,0,1,0,0,0,0,0,0.0,1
129741,812E4B77-1C87-4D7B-8C88-19B49E974D06,1,1,44.06204861111111,238.8,1,0,1,0,1,35,0.19444444444444445,1,0,0,0,0,0,0,0.0,0
92474,8141EE7A-19C2-4FAA-97AE-38A2B344417D,1,0,71.82380787037037,26.5,1,0,1,0,1,3,0.016666666666666666,1,0,0,0,0,0,0,0.0,1
86974,815937AA-BE2E-4C40-B650-132DF7A64DB4,1,0,0.2916666666666667,,1,0,1,0,1,1,0.005555555555555556,1,0,0,0,0,0,0,0.0,1
160983,81606AFE-92C4-41F1-93E1-04C46B661511,1,0,38.833078703703706,37.0,1,0,1,0,1,15,0.08333333333333333,1,0,0,0,0,0,0,0.0,1
93989,81614FE4-D995-476E-B0D0-5F7306345B89,1,0,147.04978009259258,,2,0,1,0,1,4,0.022222222222222223,1,0,0,0,0,0,0,0.0,1
107287,8175A2F8-8FED-46F3-8613-22C3A9D77503,1,0,8.375601851851853,13.0,1,0,1,0,1,7,0.03888888888888889,1,0,0,0,0,0,0,0.0,1
6067,81830206-67AE-4693-BB2D-31F19FBFE5EB,1,0,17.759016203703705,41.16666666666666,1,0,1,0,1,37,0.20555555555555555,0,1,0,0,0,0,0,0.0,0
62717,81858BCC-A2EE-460B-9A66-9CC0BAF42375,1,0,0.3333333333333333,,1,0,1,0,1,1,0.005555555555555556,0,1,0,0,0,0,0,0.0,1
110269,8195314B-A76C-4FC0-ACB9-9F06E02894D3,1,0,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
69994,81A0A743-7BDC-4626-AA78-A9B128BCDD5C,1,1,0.29702546296296295,175.5,1,0,1,0,1,35,0.19444444444444445,1,0,0,0,0,0,0,0.0,0
98785,81A0F876-BDBC-4119-9A7F-1EF717881BAA,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
71976,81A272EE-C955-4A62-9AF7-5A4E894725F5,1,0,143.49780092592593,20.5,1,0,1,0,1,2,0.011111111111111112,1,0,0,0,0,0,0,0.0,1
72131,81C15D56-AFD9-4B48-82D0-AF942CDF3001,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
58454,81D14F72-8B11-42A0-B304-19023AFA573E,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
69748,81DF2A52-BB9E-4F14-8EEA-DFD03389B4C7,1,1,0.3333333333333333,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
58480,81E760A5-EEAC-4C22-8986-9F8BAD4B6775,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
103754,81E8A91C-3055-412F-BF57-874A7AEEE8D1,1,0,0.30797453703703703,18.5,1,0,1,0,1,6,0.03333333333333333,1,0,0,0,0,0,0,0.0,1
75388,81EE65EE-625B-4989-8CE3-1B92C31B9758,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
107800,81FC176E-DE8F-4BBC-B699-A82FC437ECC9,1,1,0.2916666666666667,,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1
69609,821C5041-3C84-4436-A70E-51F731352E91,1,1,51.28126157407407,86.0909090909091,1,0,1,0,1,55,0.3055555555555556,0,1,0,0,0,0,0,0.0,0
98935,821E320F-0A87-44C5-B962-6D97DC76E4B0,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
114824,8238E20B-2F6B-433E-B62E-968A9F3FCC6B,1,1,135.17747685185185,42.66666666666666,1,0,0,1,1,18,0.1,1,0,0,0,0,0,0,0.0,1
95415,82471CC9-9D8D-44E1-9F5D-5D9C4342FE5C,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
59383,824A2797-C0BA-4DF4-BBFE-7485ACF6B2CE,1,0,0.29550925925925925,,0,0,1,0,1,17,0.09444444444444444,0,0,0,1,0,0,0,0.0,1
78715,824E22B6-E717-4264-9656-BF5316F4BA6B,1,1,136.78524305555555,107.2,1,0,1,0,1,2,0.011111111111111112,0,1,0,0,0,0,0,0.0,1
101334,824cc7d0-c8e0-4527-b72b-263cdd77afa7,0,0,0.002372685185185185,,1,0,1,0,0,4,0.022222222222222223,0,0,0,0,0,1,0,0.0,1
88638,825ADBEA-F42E-419D-A840-3C8C7BB391B6,1,0,90.47494212962962,32.0,0,1,0,0,1,17,0.09444444444444444,0,0,0,0,0,1,0,0.0,1
78607,825D64C8-0FDC-497A-B48A-A49635FD786D,1,0,0.0,,0,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
64397,8265FC33-3F06-4C60-AF47-082CEAAA8A9E,1,1,257.3142824074074,20.166666666666668,1,0,1,0,1,7,0.03888888888888889,0,1,0,0,0,0,0,0.0,0
93576,82750094-74A7-4330-B003-A151E61DDA79,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
159626,82826D78-5660-4144-A2C8-99BC47ECA03B,1,0,0.33341435185185186,,1,0,1,0,1,7,0.03888888888888889,0,0,1,0,0,0,0,0.0,1
85353,828D3AA5-AB43-4900-B127-E262151F8F92,1,1,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
46955,828ECAA8-A66C-4AE6-847E-4A5295AFA3BE,1,0,77.28074074074074,54.0,1,0,1,0,1,49,0.2722222222222222,1,0,0,0,0,0,0,0.0,0
77286,8297265A-7DB3-4A65-B352-0F3E0D533AF4,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
93534,829C4B51-FD4F-421B-9478-7E046BC8D286,1,0,0.0,,1,0,1,0,0,1,0.005555555555555556,0,0,0,0,0,1,0,0.0,0
